Market Cap,P/E Ratio,P/B Ratio,Dividend Yield,Trailing EPS,Forward P/E Ratio,Trailing Dividend Yield,Trailing Dividend Rate,Beta,Trailing PEG Ratio,Forward EPS
2866073305088,25.318764,7.920822,0.35,9.38,26.535196,0.004169935,1.01,1.0,1.6764,8.95
